gene,Human_GBM_peritumor_astrocytes,Human_sclerotic_hippocampi_astrocytes,Human_fetal_astrocytes,Human_mature_astrocytes,Human_Neurons,Human_Oligodendrocytes,Human_Microglia_Macrophage,Human_Endothelial,Human_Whole_Cortex
SNX20,0.090489225,0.119819,0.1,0.101761833,0.1,0.1007952,0.2,0.1,0.087700475
SNX21,2.736865,1.9469325,0.588963333,2.450213333,1.34002,0.7262682,0.2,0.349054,0.29774025
SNX22,0.1,3.5992825,1.142331,0.169189917,0.1,2.508798,0.4,0.202984,0.1697925
SNX24,3.8955075,2.702325,2.83424,4.021806667,7.14143,2.869146,1.8,2.151091,1.78671
SNX25,2.712235,2.11443025,2.711022167,2.508299167,9.02484,1.523312,1.8,2.9523325,2.19496
SNX27,10.7947375,12.7632975,9.579025,8.514918333,11.643,11.35236,7.0,2.18068,4.7123925
SNX29,1.32360125,2.8639775,2.2183195,2.257674167,0.859875,1.599286,4.8,0.8356745,0.4051055
SNX29P1,0.087709625,0.16158505,0.125776667,0.163892833,0.150143,0.1167372,0.2,0.1,0.064820325
SNX29P2,0.116963025,0.2187169,0.367855167,0.299667833,0.251013,0.1008124,0.2,0.1,0.071851025
SNX3,31.733355,24.76605,12.72642,22.42681667,19.5627,17.2955,11.0,13.1286,6.611795
SNX30,1.5577825,6.6507225,1.700973333,1.302933833,3.94617,5.496024,2.9,0.270655,1.3283315
SNX31,0.1777235,0.12352145,0.1052625,0.117494083,0.1,0.1,0.1,0.1,0.096371325
SNX32,0.125449975,0.1930404,0.527129,0.388147,0.461315,0.1128828,0.1,0.1,0.390798
SNX33,0.83660975,1.78537925,1.419691667,2.333947,0.1,0.4091452,1.1,1.3006675,0.06906655
SNX4,9.4986075,8.27392,6.864775,5.762239167,8.80975,5.87362,4.6,3.582645,7.56995
SNX5,32.889275,20.4469,10.88296,30.08406667,13.657,17.66228,33.5,4.59695,6.21698
SNX6,12.1440175,15.268265,10.830575,8.0788125,6.90969,28.5079,10.2,6.3712,2.5814275
SNX7,7.023821,2.292735,5.45793,2.5051625,1.75964,3.250494,1.5,1.402185,0.827786
SNX8,0.2780675,0.131534025,0.105133667,0.13962925,0.101092,0.121391,0.2,0.1044085,0.28675
SNX9,2.72162,5.5149625,2.558121667,2.5137125,2.63338,5.147442,11.9,1.84953,1.2454555
SOAT1,2.53761875,2.582625,6.149898333,1.898416667,1.36609,1.4531082,11.3,0.8779245,0.53687225
SOAT2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SOBP,3.1036225,2.2751445,2.742048333,3.29007,6.06103,2.062382,0.1,0.763301,4.7202175
SOCS1,0.100341325,0.09340735,0.099641967,0.13646125,0.1,0.1,0.2,0.143657,0.1
SOCS2,20.742845,0.851416,3.182893333,0.425620833,2.52221,0.1141568,0.4,4.71964,0.67936575
SOCS3,6.8581915,3.35157,8.162506667,0.2839315,0.362801,0.9693262,0.8,10.60885,0.07886115
SOCS4,3.49527,2.621085,4.048918333,2.9944075,2.28988,3.254086,3.2,1.07192,1.4746075
SOCS5,1.29738075,2.01964,1.358038167,1.345052,5.04238,1.736636,1.5,0.7376205,1.3601675
SOCS6,2.25551825,3.8316275,0.413598833,1.30550975,1.82173,3.909168,42.4,0.452492,0.68563575
SOCS7,0.70471125,1.18610525,3.743718333,1.4212845,2.49966,1.2997512,0.6,0.8232225,0.8034695
SOD1,84.071075,106.35185,46.7809,115.2788417,189.067,94.89648,25.7,30.0349,66.51615
SOD2,80.58466,8.549235,6.046533333,10.84482083,17.874,7.655784,43.7,15.3139,6.9818125
SOD3,1.28044075,0.129330225,0.1,0.541013833,0.1,0.1,0.1,0.1167125,0.073741175
SOHLH1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1231705,0.131791175
SOHLH2,0.522539,0.1339879,0.1,0.19298775,0.462551,0.1,0.1,0.2436875,0.24226575
SOLH,0.061766575,0.051089475,0.096002483,0.10080325,0.1,0.1,0.1,0.1,0.0731621
SON,16.0748,18.360475,23.51683333,16.88316833,16.2023,11.435016,30.0,6.635195,9.406935
SORBS1,21.0103425,16.231515,20.00323333,37.16935,13.4722,3.411098,0.4,9.97467,9.9030725
SORBS2,0.60562675,0.86438625,8.1362,0.273079583,4.85986,0.8160808,0.1,5.44186,5.031735
SORBS3,0.59182325,0.52002,1.279468333,1.13165475,0.1,0.2615726,0.1,1.992755,0.10196065
SORCS1,0.184379625,1.2710115,0.727439167,0.1196545,4.4183,0.7941142,0.1,0.2335465,1.47771
SORCS2,0.311131,1.39011125,0.9775475,2.939646917,0.1,0.1,0.1,0.119084,0.1726155
SORCS3,0.935378993,0.98756175,0.625867333,0.161786667,6.19071,1.2804446,0.1,0.277384,0.95375025
SORD,2.827085,2.877585,3.667566667,1.817744167,1.93449,1.6322472,0.9,0.485835,0.9099265
SORL1,7.9513675,16.6351,1.413248333,17.88068333,9.85527,6.720384,78.9,0.789521,3.422595
SORT1,17.77468,41.8045,11.54894333,12.15737583,21.2905,34.32772,16.1,13.73887,6.84452
SOS1,6.3655825,4.5443175,5.541656667,4.394268333,6.69187,3.766204,3.6,6.154365,6.66463
SOS2,6.413005,9.2417075,5.680903333,7.152829167,3.55556,9.520272,5.1,3.042825,4.4391325
SOST,0.079743275,0.092381975,0.0872592,0.1,0.1,0.1,0.1,0.1,0.1
SOSTDC1,0.129148225,0.094241975,0.1031155,0.163254,0.415289,0.1,0.1,0.106923,1.41468225
SOWAHA,0.16832105,0.89412675,0.1,0.485039083,0.844908,0.7935358,0.2,0.5426605,2.8773975
SOWAHB,0.082214425,0.1,0.1,0.105731667,0.1,0.1,0.1,0.1,0.11433375
SOWAHC,2.735794275,1.19374125,3.563388333,1.043338167,0.822062,1.1463108,0.5,0.245602,0.212477
SOWAHD,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1
SOX1,0.059188525,0.807865,8.079041667,0.58896875,3.22321,0.6571184,0.1,0.5297995,0.82246625
SOX10,0.67159525,35.01234,0.901246667,1.0168945,0.1,12.983554,0.3,0.593185,1.16336075
SOX11,1.5047325,0.59544175,18.76613333,0.110639167,0.884058,0.43593,0.1,0.1,0.108076425
SOX12,0.279837725,0.31989225,1.927578333,0.34769375,0.258353,0.242859,0.1,0.103544,0.116015675
SOX13,1.50926375,1.668624,0.268696833,1.547259667,0.827918,0.8682668,0.1,1.369429,0.119767175
SOX14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SOX15,0.63568375,0.1,0.777324333,0.1333665,0.389402,0.1,0.1,0.1,0.12579125
SOX17,0.0841405,0.1,0.1,0.1,0.1,0.10684,0.1,3.674575,0.12330635
SOX18,0.1011745,0.1,0.1,0.1,0.1,0.1,0.1,0.167668,0.10343945
SOX2,18.18365,8.01465,31.43295,14.11848333,3.48269,3.551828,0.1,0.126334,2.88117
SOX2-OT,102.777175,294.366825,13.60323667,56.99485833,69.4236,318.7156,3.1,4.72369,16.030825
SOX21,5.0389325,3.8966875,4.655093333,7.0024775,0.298647,2.3385084,0.1,0.1110935,0.87607425
SOX3,0.212361375,0.209049,5.958646667,0.135906667,0.1,0.6280544,0.1,0.1,0.0616592
SOX30,0.056416925,0.09322475,0.0994491,0.1,0.1,0.1,0.1,0.1,0.0788831
SOX4,5.45137,1.5908175,15.02595,0.435301333,1.41826,1.5491572,0.8,0.5938555,0.172734
SOX5,11.0839575,12.3722875,21.918145,23.24303333,7.80954,4.224192,0.5,1.828509,5.2815225
SOX6,5.12024,5.6561425,8.88801,4.4251375,2.67246,5.1254774,0.1,0.2954685,1.111351
SOX7,0.317908875,0.125331675,0.339869167,0.100618167,0.532578,0.1,0.1,4.71959,0.194346
SOX8,1.12035325,10.725085,2.527663333,1.16149925,0.564076,11.103552,0.2,0.217493,0.246816125
SOX9,44.979575,29.09695,76.47635,50.48975833,4.23338,3.557984,0.4,0.5906775,3.94833
SP1,9.387225,8.795885,10.62029667,6.0114675,3.11885,5.371012,6.9,5.603305,1.22132
SP100,7.929405,2.28259575,0.546801733,0.30203425,0.299751,1.6213428,21.0,10.552535,1.93924
SP110,5.9882125,2.8790675,1.466308333,2.790015833,0.650717,2.612106,7.6,5.419235,1.23832375
SP140,0.168001,0.339027875,0.08603255,0.326567583,0.112841,0.3581596,3.5,0.129921,0.3235005
SP140L,1.753928,0.212178,0.08667155,0.134476583,0.1,0.3992488,3.0,0.615583,0.434472
SP2,2.5372375,1.88230875,3.619058333,1.958963,0.630589,0.8309828,0.6,2.09047,0.733334
SP3,6.091975,4.9506625,10.16232667,4.469674167,5.82363,4.152972,12.3,2.510135,2.5266575
SP4,1.7880705,1.752229,2.634185,1.33679725,2.77555,1.79892,1.9,0.8692285,0.728005
SP5,0.0970479,0.0854539,0.529654,0.269687083,0.132158,0.1460366,0.1,0.1,0.1
SP6,0.057227275,0.085358175,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SP7,0.061220125,0.1751665,0.1,0.100666,0.1,0.1,0.1,0.1072185,0.1
SP8,0.040186675,0.08148745,0.5546145,0.133302417,2.33704,0.1,0.1,0.1329165,0.160476
SP9,0.1,0.1,0.089922833,0.1,0.1,0.1,0.1,0.1,0.1
SPA17,5.3104075,0.1,1.707351667,0.4974175,0.1,0.1,0.1,1.79596,0.1
SPACA1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.12677825
SPACA3,0.107166,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPACA4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPACA5,0.1,0.1013955,0.1,0.1236305,0.1,0.1129784,0.1,0.1,0.085810975
SPACA5,0.1,0.1013955,0.1,0.123518083,0.1,0.1131014,0.1,0.1,0.085810975
SPACA5B,0.091543075,0.1,0.1,0.119954583,0.1,0.1468016,0.1,0.171223,0.099076125
SPACA5B,0.091543075,0.1,0.1,0.11163925,0.1,0.1466548,0.1,0.1106115,0.099076125
SPACA7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPAG1,3.19246275,0.90396325,2.098668333,0.753001,1.09777,0.423201,0.9,1.113285,1.41085425
SPAG11A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPAG11B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPAG11B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPAG16,4.5781675,5.2571075,7.398693333,7.599995833,9.66653,9.64458,1.2,2.28459,2.9494275
SPAG17,0.1,0.23127125,0.747339167,0.1,0.164893,0.1,0.1,0.1,0.087239575
SPAG4,0.1780685,0.108243,0.366302067,0.102439,0.1,0.1,0.1,0.120864,0.084417525
SPAG5,1.634784325,0.474913,6.089075,0.5122445,1.7148,0.3820598,2.3,0.168227,0.51996225
SPAG5-AS1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPAG6,0.08456725,1.2962845,0.486639667,0.1,0.404927,0.1352404,1.2,0.1,0.05875305
SPAG7,2.136805,2.35282725,1.947973333,2.353055,2.84517,1.5355832,1.2,1.40685,1.12441625
SPAG8,0.1,0.46796575,1.037116667,0.190053,0.255127,0.6118912,0.1,0.1,0.294526
SPAG9,11.97971,19.1435,19.06878333,18.874075,11.653,19.4871,13.3,3.119225,6.468225
SPAM1,0.09630995,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPANXA1,0.1,0.1,0.1,0.11622725,0.714916,0.1,0.1,0.1,0.1
SPANXA1,0.1,0.1,0.1,0.11622725,0.714916,0.1,0.1,0.1,0.1
SPANXA2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPANXA2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPANXA2-OT1,0.10103525,0.12331175,0.088792017,0.1,0.611779,0.1432878,0.1,0.1,0.0831291
SPANXB2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPANXB2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPANXC,0.1,0.1,0.1,0.1,0.1,0.1236994,0.1,0.1,0.1
SPANXD,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPANXE,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPANXN1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPANXN2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPANXN3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPANXN4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPANXN5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPARC,176.184425,36.87345,32.99765,13.8457425,6.49208,24.54076,0.8,90.05955,18.792935
SPARCL1,304.8685,497.2225,35.65015167,1913.801667,446.466,56.99794,4.3,199.6855,443.06075
SPAST,3.5989975,4.49516,5.505665,3.292965,5.01432,5.525442,2.0,2.027035,3.83527
SPATA12,0.16622995,0.110517075,0.371218,0.10199825,0.1,0.1444376,0.1,0.1,0.059887425
SPATA13,10.21884,13.018675,15.62361667,3.824800833,1.47762,5.714716,26.8,2.92948,3.193935
SPATA16,0.08107195,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPATA17,1.277516,0.12151975,0.515725333,0.221311333,1.57742,0.1003844,0.1,0.135935,0.313393925
SPATA18,0.4695115,0.3604285,0.780036667,0.160838583,0.558425,0.145744,0.4,0.1,0.107879475
SPATA19,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1038485,0.1
SPATA2,1.541605,1.68948225,2.330395,1.565941167,1.24739,0.8516522,0.2,0.419129,0.4890515
SPATA20,1.9218125,1.657537,0.976411,2.353090667,0.382146,0.236028,1.1,1.3661425,0.56058575
SPATA21,0.1,0.1,0.092424533,0.1,0.1,0.1,0.1,0.1,0.1
SPATA22,1.92666775,0.1,0.106463333,0.218089667,0.1,0.305566,0.2,0.619833,0.1920582
SPATA24,0.11909175,0.14777425,0.1,0.406012917,0.502574,0.3038654,0.3,0.513504,0.1
SPATA25,0.1,0.1,0.16388,0.1,0.1,0.1,0.1,0.1,0.1
SPATA2L,0.08806885,0.1186365,1.157113333,0.1,0.1,0.1,0.1,0.1,0.1
SPATA3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPATA4,0.194098175,0.4923725,0.437021667,0.17514525,0.451586,0.1,0.1,0.1,0.181756925
SPATA5,1.69103,1.24134725,2.70227,1.062538833,1.0781,1.823872,1.7,0.6796955,0.78196275
SPATA5L1,1.20341325,0.51224925,1.730123333,1.027870333,1.2516,1.0825804,0.7,0.7522585,0.362888
SPATA6,5.95609335,4.1540325,3.141221667,2.861720833,0.714238,3.536424,1.4,0.7224485,1.8901125
SPATA7,1.456726,3.41257,1.479415,2.951375,4.83661,7.82158,0.9,2.12735,3.5892875
SPATA8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11040775
SPATA9,0.0963829,0.2179275,0.1,0.24703225,0.226919,0.5485324,0.1,0.1,0.101298575
SPATC1,0.1,0.0859979,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPATS1,0.1,0.21929075,0.849466667,0.103634167,0.257765,0.1,0.1,0.1,0.097251475
SPATS2,1.7543825,0.93569475,4.438861667,0.623478917,2.6127,0.8239894,0.5,1.29087,1.13260125
SPATS2L,6.46074,4.60146,1.380283333,4.324771667,3.88069,2.450646,1.1,3.095425,1.2978575
SPC24,0.16330525,0.1,0.1571885,0.1,0.1,0.1,0.1,0.1,0.1
SPC25,0.86296275,0.566346,1.373765,0.104891417,0.609082,0.3556592,0.1,0.1468795,0.093721075
SPCS1,16.52915,14.9664,8.584233333,18.81604167,30.5961,16.39034,12.8,4.508615,2.4506025
SPCS2,5.1736375,5.364995,2.789425,6.559304167,8.34015,6.850034,3.3,1.12254,1.423366
SPCS3,5.5177675,6.57724,3.36068,4.235694167,7.34056,5.471762,7.0,2.64861,4.367615
SPDEF,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPDYA,1.0097825,0.24962825,0.485733,0.164382917,0.1,0.1464672,0.2,0.2818955,0.5737245
SPDYC,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPDYE1,0.93805875,0.4058945,1.225331333,0.620329917,0.218965,0.1758528,0.3,0.1800675,1.08844
SPDYE2,1.26034025,0.8654495,2.482273833,1.165383417,0.668833,0.3601014,0.8,0.3244565,1.0419755
SPDYE2,1.17227425,0.66206475,2.437262167,1.010322833,0.668833,0.335542,0.7,0.386128,0.837888
SPDYE3,0.26276425,0.2133425,0.241281833,0.246020167,0.1,0.1,0.1,0.1,0.643674
SPDYE4,0.1,0.1528095,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPDYE5,0.6339745,0.371618,1.117764833,0.343134917,0.41935,0.203666,0.4,0.2034665,1.813352
SPDYE6,0.78658825,0.45619375,1.729248667,0.732546167,0.53254,0.2726888,0.6,0.229476,0.73983425
SPDYE7P,0.045972333,0.062263575,0.3268105,0.10742175,0.110167,0.1,0.1,0.1,0.065266775
SPDYE8P,0.20490165,0.28610725,0.4964025,0.2897895,0.135507,0.1328344,0.1,0.1,1.0590275
SPDYE8P,0.220451875,0.158622,0.746914667,0.267776833,0.135507,0.1181088,0.1,0.1,1.068555
SPDYE8P,0.200152375,0.16762,0.499360167,0.3030785,0.14977,0.1208888,0.2,0.1,1.0088915
SPECC1,30.0990275,22.916275,22.12811667,17.55351667,15.2898,40.49102,13.8,14.3103,10.373645
SPECC1L,3.5971375,3.55377,6.390608333,3.999143333,3.53499,3.24276,3.5,1.865995,3.8323925
SPEF1,0.089209825,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.081147025
SPEF2,0.210938225,0.9855345,1.398227,1.065479583,1.56829,0.2444728,0.2,0.3464675,2.0153275
SPEG,1.359219225,0.5097415,2.853109833,1.416772833,0.674812,0.1634374,0.1,0.2439955,0.30102775
SPEM1,0.1,0.103756,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPEN,5.558305,8.014645,20.5013,6.008011667,5.10953,5.449414,8.6,3.789645,3.69597
SPERT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPESP1,1.243385,0.76418525,0.1,0.510301583,0.37743,0.3975758,0.1,0.7852815,0.4660208
SPG11,5.7258875,6.536075,5.65198,6.984879167,5.3761,5.481146,5.8,2.428595,2.9825825
SPG20,7.6454475,10.44861,4.951065,7.478510833,6.48454,10.723702,4.3,2.6832,4.418175
SPG20OS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPG21,9.284075,9.4161325,5.534438333,8.887606667,7.51534,10.708504,5.1,3.793865,1.75074325
SPG7,1.781465,3.6721375,3.031533333,2.08324425,0.55756,0.9153536,0.9,1.353435,1.2395365
SPHAR,2.2852875,2.0835225,0.84443,2.950345,5.16072,2.169806,1.2,0.790036,0.89203875
SPHK1,0.23110225,0.490523775,0.251396667,0.102680417,0.1,0.1155788,2.3,0.314315,0.08710145
SPHK2,0.095101175,0.1152326,0.385816,0.13446675,0.1,0.1,0.1,0.1,0.059473325
SPHKAP,0.0853479,0.3263985,0.125407567,0.1,5.74314,0.1772622,0.1,0.1216165,1.5466475
SPI1,0.1,0.14657175,0.1,0.1,0.1,0.1,0.3,0.1,0.1
SPIB,0.08172905,0.134772,0.1,0.111094667,0.1,0.1,0.2,0.1,0.1
SPIC,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPICE1,1.6507675,1.4074,3.02312,1.443594083,0.784223,0.8626754,0.9,0.446463,0.7570145
SPIN1,11.659525,11.5771025,15.22779167,10.69033417,34.5904,10.797428,11.6,4.470985,8.447555
SPIN2A,0.35798075,0.5010705,0.8994525,0.66211925,1.76833,0.6609832,0.3,0.1907905,0.99625
SPIN2B,1.7695575,3.2252875,2.050073333,3.120784167,10.8105,4.897362,1.4,1.165751,2.084618
SPIN3,1.25747025,1.8790925,1.1940425,1.806777583,6.23446,1.77979,0.8,0.2728595,1.263095
SPIN4,2.6322365,2.9012775,3.971721667,1.468663667,2.98572,2.553084,1.5,1.0676,2.386885
SPINK1,0.1600735,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPINK13,0.15108275,0.1,0.110713833,0.131616083,0.1,0.1078318,0.1,0.1,0.11203875
SPINK14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPINK2,0.2513,0.1,0.1,0.103277333,0.1,0.1496496,0.1,0.1,0.22483975
SPINK4,0.14564675,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPINK5,0.08172475,0.1,0.2746271,0.1,0.1,0.1,0.1,0.1,0.055844125
SPINK6,0.1,0.1,0.1,0.240690167,0.448135,0.1268296,0.1,0.1,0.4928365
SPINK7,0.20948875,0.1,0.1,0.217658583,0.1,0.1518364,0.1,0.1,0.48647025
SPINK8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.960045,0.19506075
SPINK9,0.1,0.15041325,0.1,0.145123417,0.1,0.10068,0.1,0.1,0.47506325
SPINLW1,0.10798975,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.094091775
SPINLW1-WFDC6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.07801185
SPINT1,0.1,0.11870875,0.1,0.1,0.1,0.1,0.3,0.1,0.1
SPINT2,0.1236005,2.72862,0.678569,0.362281917,18.9314,2.940588,8.1,4.22869,1.58526925
SPINT3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPINT4,0.27261325,0.1,0.1,0.159717167,0.1,0.1,0.1,0.1,0.1
SPIRE1,11.09121,12.20994,30.61151667,17.6589,14.31,7.76595,3.4,1.465503,8.461615
SPIRE2,0.17911825,0.26393025,0.864969,0.212381,0.376885,0.1229274,0.1,0.1,0.1747568
SPN,0.1,0.0980123,0.085797,0.1,0.1,0.1060012,0.7,0.1,0.079411488
SPNS1,0.197442225,0.6445925,1.486541667,0.35369875,0.1,0.117262,0.1,0.3465005,0.08166995
SPNS2,0.141051925,0.6282405,0.369286667,0.10961425,0.12206,0.4111172,0.5,0.1900435,0.19746565
SPNS3,0.1,0.086017475,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPO11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPOCD1,0.72029675,0.0609796,0.1,0.1,0.1,0.1,0.1,0.1,0.1081785
SPOCK1,22.6558925,43.488475,1.3030045,21.79551667,90.4392,45.30236,0.5,2.188575,29.17075
SPOCK2,9.9165975,3.522365,0.774346,8.681391667,5.75131,0.6471188,0.1,18.84725,4.6926075
SPOCK3,0.237192875,27.28834,0.1,1.541288,28.7968,38.42022,0.4,14.40785,5.5495675
SPON1,23.81309,13.3750725,4.412595,47.58298333,3.28918,1.7863874,0.3,0.502832,2.677735
SPON2,0.09825405,0.1,0.109967,0.1,0.1,0.1,0.1,0.1,0.126541
SPOP,10.1573625,9.7568475,7.246031667,16.05755833,13.4071,8.150604,5.2,4.81767,5.7079125
SPOPL,1.7779815,4.57951,2.324395167,1.903074167,4.10995,5.071332,5.3,1.0981765,2.3409475
SPP1,103.2918125,205.174,2.138396667,12.83783217,33.6891,301.3536,1756.2,3.504925,4.823565
SPP2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPPL2A,7.85407,9.339595,3.216606667,9.697538333,1.02396,3.073496,11.8,1.87284,1.5473425
SPPL2B,0.15863775,0.18940925,0.572212167,0.2904905,0.1,0.112214,0.1,0.1,0.14486525
SPPL2C,0.077919275,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPPL2C,0.077919275,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPPL3,2.2430225,4.5280125,4.13571,3.629070833,3.90534,3.259956,1.8,1.162328,0.863078
SPR,0.49499,0.57582325,0.5329505,1.1102375,0.1,0.6303224,0.9,1.0144755,0.160157
SPRED1,10.1205875,10.414765,5.264528333,11.62272833,5.58362,6.917888,20.3,1.401745,3.8122225
SPRED2,19.22845,9.3739225,7.65263,12.99190167,7.86209,3.502216,4.1,8.502155,4.4480325
SPRED3,0.136602,0.1,1.09967,0.1,0.716024,0.1,0.1,0.1,0.1
SPRN,0.202944975,0.21016925,0.6005935,0.182053167,0.154385,0.1322434,0.1,0.1,0.12078465
SPRNP1,0.1,0.1,0.1,0.1,0.210796,0.1328218,0.1,0.1,1.166339
SPRR1A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPRR1B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPRR2A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPRR2B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPRR2C,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPRR2D,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPRR2E,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPRR2F,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPRR2G,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1259695
SPRR3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPRR4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPRY1,6.92916,4.01651,2.407121667,3.9266925,2.14386,1.545568,16.9,3.54355,0.4900335
SPRY2,23.4223775,20.3013625,24.10306667,14.71557333,7.123,6.537036,40.6,2.681905,1.02584675
SPRY3,0.207699,0.4476045,0.172469367,0.54346975,0.426029,0.280807,0.1,0.152356,0.219981
SPRY3,0.207699,0.4476045,0.172469367,0.543439417,0.426029,0.2798838,0.1,0.152356,0.219981
SPRY4,9.850215,6.6062025,4.14749,3.455969167,3.81191,6.5677074,0.2,3.839495,1.84242
SPRYD3,1.340232,1.39264,0.4331625,1.342957833,2.1857,0.8884824,0.6,1.469765,0.4022395
SPRYD4,1.527375,2.3839725,2.92676,1.959912667,0.9684,1.2260874,1.8,0.4968525,0.37140125
SPRYD5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.082532825
SPRYD7,1.33989875,3.0171975,0.679890167,2.398775,5.21945,2.03649,0.5,1.666595,1.4337875
SPSB1,0.465880525,1.89043775,0.3520945,0.154415333,0.1,0.832275,0.1,0.1,0.07982515
SPSB2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPSB3,0.15640225,0.667448,2.4617935,0.310832583,0.1,0.1170714,0.2,0.4406635,0.210481
SPSB4,0.86110625,0.47035,1.45395,0.1,0.104199,0.3435746,0.1,0.1,0.1
SPTA1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPTAN1,22.5183,12.43817,22.582295,20.31561917,28.2696,5.280284,3.3,13.29165,13.231295
SPTB,0.04323017,0.11531695,0.194794667,0.1,0.138764,0.104598,0.1,0.1617215,0.37513075
SPTBN1,31.275,35.554275,13.78787667,50.63406667,26.93,56.7676,1.0,43.93815,26.607975
SPTBN2,0.06386542,0.06497835,0.750930833,0.111695667,0.282877,0.1,0.1,0.100416,0.333169
SPTBN4,0.0381532,0.072159175,0.302075683,0.105101417,0.241711,0.1,0.1,0.1,0.071744075
SPTBN5,0.078396625,0.079739325,0.1,0.1,0.1,0.1,0.1,0.1,0.082783775
SPTLC1,9.439475,11.1506025,6.376745,10.086385,7.21443,8.217298,7.1,4.01366,2.1115625
SPTLC2,2.9331775,15.9001075,1.904265,3.115566667,3.35351,11.769848,26.5,1.0622285,1.53361225
